id,created_at,full_text
1238164095318269955,Thu Mar 12 18:04:58 +0000 2020,# Disney # CEO shuts down anti- # LGBT # activist who claims # gay # characters are costing his company millions .
1238163452268593154,Thu Mar 12 18:02:25 +0000 2020,"President Trump , his Admin & amp ; Health Team doing whatever they can to help Americans thru # CoronaVirus All …"
1238161927383035904,Thu Mar 12 17:56:22 +0000 2020,Blame the # LameStreamMedia for the hype🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️and Scare Tactics .
1238160904098910214,Thu Mar 12 17:52:18 +0000 2020,"HATE ( Awakening of the Liar ) 203 🇮🇩 to put it in a loop , what a way to accompany the time of chaos that we live . Absolut…"
1238160627115470853,Thu Mar 12 17:51:12 +0000 2020,Blame the # LameStreamMedia for the hype🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️and Scare Tactics . # ProjectMockingbird Weaponized # Propaganda of the # DepStateCabal They # Hate # US all 🥺 Pray for our Enemies 🙏🏽
1238160576326635521,Thu Mar 12 17:50:59 +0000 2020,PSA for all guys who have girlfriends with a late march birthday ... they have been canceled due to COVID-19 # hate to see it
1238160515001503744,Thu Mar 12 17:50:45 +0000 2020,"I tried watching last night , unbelievable"
1238159550550769664,Thu Mar 12 17:46:55 +0000 2020,"# ViacomCBS is promoting the # jew hating # LindaSarsour , why do they also # hate # jews as well ? Why don ’ t they have somebody with an opposite view point on ? Cause they don ’ t care ."
1238159369608368128,Thu Mar 12 17:46:12 +0000 2020,"President Trump , his Admin & amp ; Health Team doing whatever they can to help Americans thru # CoronaVirus All & amp ; Don Lemon do is # Whine # Complain # Attack & amp ; Spread their Vile # HATE at the President & amp ; The American People ! ! They are a # DISGRACE to America"
1238157523087249410,Thu Mar 12 17:38:52 +0000 2020,you are such a moron it is the Democrats who have brought fear to all the people about this virus Trump has done everything necessary
1238157051391627265,Thu Mar 12 17:36:59 +0000 2020,# Britain ’ s longest-serving # trans # prisoner is now helping trans people locked up in the wrong prisons .
1238156898064633859,Thu Mar 12 17:36:22 +0000 2020,# JonathanVanNes launches # scathing # attack on # gay ex- # congressman # AaronSchock – and he doesn ’ t hold back
1238156566756577281,Thu Mar 12 17:35:04 +0000 2020,# Homophobic # Iraqi # cleric calls on # British and # US # ambassadors to be # expelled for
1238156212761317376,Thu Mar 12 17:33:39 +0000 2020,How to # Work with # Someone You
1238156147674288129,Thu Mar 12 17:33:24 +0000 2020,# Salvadoran # police face # trial for # murder of # trans # woman # deported from
1238155677996113920,Thu Mar 12 17:31:32 +0000 2020,Sacred spaces should be safe spaces . # CMW # DARE works to empower racialized girls & amp ; women with the tools to counter online # racism # hate & amp ; # Islamophobia . Take Action .
1238155590427435008,Thu Mar 12 17:31:11 +0000 2020,# Mormon # university # professor receives # deaththreats after saying # gay # students would be a ‘ # blessing ’
1238155360562745345,Thu Mar 12 17:30:16 +0000 2020,# PaulineHanson says just 57 # students under the age of 15 # identified as # transgender in the # census . Is she correct ?
1238155183521136642,Thu Mar 12 17:29:34 +0000 2020,"IMPORTANT ‘ If # Facebok were around in the 1930s , it would have allowed # Hitler to post 30-second ads ’ — Listen to Sacha Baron…"
1238154578333442048,Thu Mar 12 17:27:09 +0000 2020,# BenCarson Suggests That Turning Away # Trans # People From # HomelesShelters Is Fine Because Of Other People 's ' # Feelings '
1238154385483587584,Thu Mar 12 17:26:23 +0000 2020,"# PresleyGerber , 20 , Confuses # Fans By Comparing His # Face # Tattoo To # People Changing # Genders . - There is no comparison , attempting to do so was unacceptable ."
1238150440132530177,Thu Mar 12 17:10:43 +0000 2020,# Religious # conservatives are blaming # gay people for
1238150185605308416,Thu Mar 12 17:09:42 +0000 2020,"IMPORTANT ‘ If # Facebok were around in the 1930s , it would have allowed # Hitler to post 30-second ads ’ — Listen to Sacha Baron Cohen slam the social media industry for facilitating the spread of # hate , # lies , and"
1238150080915529729,Thu Mar 12 17:09:17 +0000 2020,"Excellent # hate training today with CMCU trainer Neil . Inspired training - Focus on impact , causes , types , social norms…"
1238149789264609282,Thu Mar 12 17:08:08 +0000 2020,# Pastor says only “ # sissies ” & amp ; “ # pansies ” # wash their # hands to prevent # coronavirus . # Christians who use # handsanitizer have `` # fake # faith '' and `` # nobals . ''
1238149117362294789,Thu Mar 12 17:05:27 +0000 2020,# Hate is a liberal value
1238147744902103040,Thu Mar 12 17:00:00 +0000 2020,"Last chance to book your place at our # NBAD event tomorrow ! Hear about safe actions you can take to support victims of # hate , talks from local speakers AND poetry from Notingham writers ! To book :"
1238147140314112000,Thu Mar 12 16:57:36 +0000 2020,"I don ’ t hate you , I ’ m just disappointed you turned into everything you said you ’ d never be . …"
1238146498971328512,Thu Mar 12 16:55:03 +0000 2020,"Stop it , Everyone has some sort of struggle in their lives . U 're a fool 2 think otherwise . Struggles R what mold us into people who R either compassionate OR people who R nasty . # Nasty people make everything @ # sexism # racism or # hate instead of focus on"
1238145740091858946,Thu Mar 12 16:52:02 +0000 2020,Walk away from their
1238143375112638471,Thu Mar 12 16:42:38 +0000 2020,"And yeah I get it , it 's Margaret Hodge , we # hate her , but is she *realy* saying anything that unreasonable in the article ? 🙃"
1238142603675254784,Thu Mar 12 16:39:34 +0000 2020,I swear I # HATE to see a female cry ! Shit blows me 🤬
1238141505123966978,Thu Mar 12 16:35:13 +0000 2020,He should n't be reporting anything ... this guy is part of the bigger problem # hate The rest…
1238140632461463558,Thu Mar 12 16:31:44 +0000 2020,Did you know it 's # NationalBystanderAwarenesDay ( # NBAD ) on Fri 13 March ? Come to our event to find out how you can su…
